order_id,user_id,restaurant_id,order_date,amount,payment_mode,order_status,delivery_time_mins
ORD_000075,USR_0046,RES_038,2025-06-15,529.77,COD,Delivered,26.0
ORD_000076,USR_0054,RES_013,2025-06-17,1062.76,COD,Delivered,62.0
ORD_000077,USR_0059,RES_037,2025-06-17,145.82,UPI,Cancelled,
ORD_000078,USR_0027,RES_044,2025-06-18,825.31,COD,Delivered,65.0
ORD_000079,USR_0056,RES_002,2025-06-21,1779.04,Debit Card,Delivered,47.0
ORD_000080,USR_0055,RES_034,2025-06-21,238.99,UPI,Delivered,39.0
ORD_000081,USR_0064,RES_035,2025-06-21,344.92,COD,Delivered,47.0
ORD_000082,USR_0019,RES_005,2025-06-23,218.53,UPI,Delivered,25.0
ORD_000083,USR_0010,RES_033,2025-06-24,270.52,Net Banking,Cancelled,
ORD_000084,USR_0058,RES_050,2025-06-26,204.94,Credit Card,Delivered,38.0
ORD_000085,USR_0004,RES_003,2025-06-27,432.13,UPI,Delivered,53.0
ORD_000086,USR_0068,RES_005,2025-07-01,529.4,Credit Card,Cancelled,
ORD_000087,USR_0068,RES_043,2025-07-04,1738.13,Debit Card,Cancelled,
ORD_000088,USR_0056,RES_035,2025-07-04,317.81,Debit Card,Delivered,34.0
ORD_000089,USR_0071,RES_023,2025-07-05,751.61,COD,Delivered,63.0
ORD_000090,USR_0041,RES_050,2025-07-06,308.51,COD,Cancelled,
ORD_000091,USR_0068,RES_039,2025-07-06,156.62,Credit Card,Delivered,19.0
ORD_000092,USR_0035,RES_013,2025-07-08,1439.36,Debit Card,Delivered,34.0
ORD_000093,USR_0015,RES_026,2025-07-09,1087.16,Debit Card,Delivered,39.0
ORD_000094,USR_0054,RES_024,2025-07-11,1252.49,COD,Delivered,39.0
ORD_000095,USR_0050,RES_003,2025-07-11,790.2,Debit Card,Delivered,62.0
ORD_000096,USR_0064,RES_021,2025-07-12,418.06,Net Banking,Cancelled,
ORD_000097,USR_0042,RES_031,2025-07-12,1658.64,Debit Card,Delivered,35.0
ORD_000098,USR_0049,RES_026,2025-07-12,1388.34,COD,Delivered,27.0
ORD_000099,USR_0066,RES_008,2025-07-15,1391.84,UPI,Delivered,25.0
ORD_000100,USR_0063,RES_024,2025-07-15,390.32,COD,Delivered,19.0
ORD_000101,USR_0064,RES_040,2025-07-16,1071.12,Debit Card,Delivered,46.0
ORD_000102,USR_0004,RES_042,2025-07-18,1743.84,UPI,Delivered,16.0
ORD_000103,USR_0014,RES_017,2025-07-19,861.36,Net Banking,Delivered,15.0
ORD_000104,USR_0053,RES_027,2025-07-20,148.8,Net Banking,Delivered,59.0
ORD_000105,USR_0078,RES_028,2025-07-20,500.99,Debit Card,Delivered,38.0
ORD_000106,USR_0069,RES_041,2025-07-21,1674.73,Credit Card,Delivered,41.0
ORD_000107,USR_0053,RES_028,2025-07-22,1603.14,Credit Card,Delivered,25.0
ORD_000108,USR_0008,RES_037,2025-07-22,1134.42,Credit Card,Delivered,52.0
ORD_000109,USR_0057,RES_013,2025-07-22,688.9,Net Banking,Delivered,53.0
ORD_000110,USR_0026,RES_027,2025-07-25,199.04,UPI,Cancelled,
ORD_000111,USR_0056,RES_005,2025-07-27,326.91,UPI,Delivered,60.0
ORD_000112,USR_0018,RES_017,2025-07-28,205.07,Net Banking,Delivered,51.0
ORD_000113,USR_0017,RES_026,2025-07-29,688.35,Credit Card,Delivered,40.0
ORD_000114,USR_0004,RES_042,2025-07-29,1285.18,COD,Cancelled,
ORD_000115,USR_0057,RES_013,2025-07-30,665.18,Debit Card,Delivered,25.0
ORD_000116,USR_0013,RES_009,2025-07-30,654.6,COD,Cancelled,
ORD_000117,USR_0016,RES_005,2025-07-30,355.43,Credit Card,Delivered,33.0
ORD_000118,USR_0076,RES_043,2025-08-03,647.0,Net Banking,Delivered,24.0
ORD_000119,USR_0045,RES_026,2025-08-05,964.16,Credit Card,Delivered,40.0
ORD_000120,USR_0052,RES_035,2025-08-05,185.94,COD,Delivered,39.0
ORD_000121,USR_0060,RES_020,2025-08-08,855.81,Credit Card,Delivered,27.0
ORD_000122,USR_0077,RES_003,2025-08-10,1560.67,Net Banking,Delivered,24.0
ORD_000123,USR_0031,RES_034,2025-08-10,1217.51,Credit Card,Delivered,17.0
ORD_000124,USR_0061,RES_001,2025-08-11,927.22,Net Banking,Cancelled,
ORD_000125,USR_0084,RES_031,2025-08-11,1618.57,COD,Delivered,63.0
ORD_000126,USR_0087,RES_050,2025-08-12,1084.26,Net Banking,Delivered,36.0
ORD_000127,USR_0050,RES_012,2025-08-15,196.8,Credit Card,Delivered,29.0
ORD_000128,USR_0011,RES_012,2025-08-16,1302.78,COD,Delivered,28.0
ORD_000129,USR_0019,RES_014,2025-08-18,319.79,UPI,Delivered,31.0
ORD_000130,USR_0054,RES_050,2025-08-19,1735.72,Credit Card,Delivered,20.0
ORD_000131,USR_0019,RES_010,2025-08-21,1091.2,Debit Card,Delivered,53.0
ORD_000132,USR_0052,RES_035,2025-08-23,361.45,Debit Card,Delivered,54.0
ORD_000133,USR_0077,RES_035,2025-08-23,1526.12,UPI,Delivered,24.0
ORD_000134,USR_0008,RES_039,2025-08-24,535.82,Credit Card,Delivered,37.0
ORD_000135,USR_0030,RES_049,2025-08-24,1161.23,Debit Card,Delivered,31.0
ORD_000136,USR_0071,RES_041,2025-08-26,316.29,Credit Card,Delivered,17.0
ORD_000137,USR_0005,RES_022,2025-08-26,1447.53,Debit Card,Delivered,34.0
ORD_000138,USR_0017,RES_036,2025-08-26,230.04,UPI,Delivered,34.0
ORD_000139,USR_0059,RES_021,2025-08-27,1004.43,Debit Card,Delivered,15.0
ORD_000140,USR_0056,RES_002,2025-08-29,697.98,COD,Delivered,51.0
ORD_000141,USR_0093,RES_003,2025-08-29,919.2,Net Banking,Delivered,41.0
ORD_000142,USR_0090,RES_029,2025-08-29,1219.45,Debit Card,Delivered,29.0
ORD_000143,USR_0007,RES_005,2025-08-29,675.41,UPI,Delivered,15.0
ORD_000144,USR_0071,RES_041,2025-09-01,971.11,COD,Delivered,55.0
ORD_000145,USR_0049,RES_017,2025-09-02,1498.87,Debit Card,Cancelled,
ORD_000146,USR_0075,RES_013,2025-09-02,1774.6,UPI,Delivered,28.0
ORD_000147,USR_0035,RES_050,2025-09-02,1669.34,UPI,Delivered,38.0
ORD_000148,USR_0070,RES_047,2025-09-02,420.69,COD,Delivered,53.0
ORD_000149,USR_0073,RES_003,2025-09-02,674.82,Credit Card,Delivered,63.0
ORD_000150,USR_0059,RES_004,2025-09-04,1487.63,Net Banking,Delivered,64.0
ORD_000151,USR_0050,RES_003,2025-09-04,820.18,UPI,Delivered,39.0
ORD_000152,USR_0085,RES_041,2025-09-05,1082.17,COD,Delivered,40.0
ORD_000153,USR_0062,RES_010,2025-09-05,1151.56,UPI,Cancelled,
ORD_000154,USR_0076,RES_013,2025-09-07,1446.45,Debit Card,Delivered,39.0
ORD_000155,USR_0050,RES_011,2025-09-07,216.54,Credit Card,Cancelled,
ORD_000156,USR_0086,RES_034,2025-09-07,771.5,COD,Delivered,20.0
ORD_000157,USR_0032,RES_024,2025-09-07,1560.85,UPI,Delivered,39.0
ORD_000158,USR_0087,RES_050,2025-09-07,257.37,COD,Cancelled,
ORD_000159,USR_0060,RES_028,2025-09-08,1458.51,Credit Card,Delivered,62.0
ORD_000160,USR_0086,RES_030,2025-09-08,763.47,Credit Card,Delivered,41.0
ORD_000161,USR_0005,RES_022,2025-09-08,1340.87,Net Banking,Delivered,27.0
ORD_000162,USR_0061,RES_010,2025-09-09,341.62,COD,Delivered,35.0
ORD_000163,USR_0095,RES_042,2025-09-10,1531.84,Credit Card,Delivered,49.0
ORD_000164,USR_0068,RES_007,2025-09-11,697.27,COD,Cancelled,
ORD_000165,USR_0097,RES_017,2025-09-12,1280.2,Credit Card,Delivered,33.0
ORD_000166,USR_0088,RES_017,2025-09-12,226.41,Net Banking,Delivered,49.0
ORD_000167,USR_0049,RES_045,2025-09-13,941.02,COD,Delivered,20.0
ORD_000168,USR_0015,RES_039,2025-09-14,173.04,UPI,Delivered,59.0
ORD_000169,USR_0083,RES_028,2025-09-15,745.74,Net Banking,Delivered,53.0
ORD_000170,USR_0035,RES_035,2025-09-15,1159.08,Debit Card,Delivered,54.0
ORD_000171,USR_0029,RES_002,2025-09-16,250.72,Debit Card,Delivered,37.0
ORD_000172,USR_0085,RES_028,2025-09-16,789.53,Credit Card,Delivered,42.0
ORD_000173,USR_0032,RES_020,2025-09-17,1772.41,Debit Card,Cancelled,
ORD_000174,USR_0075,RES_024,2025-09-17,1629.55,UPI,Delivered,27.0
ORD_000175,USR_0041,RES_050,2025-09-17,350.43,COD,Delivered,21.0
ORD_000176,USR_0068,RES_007,2025-09-18,1405.66,Net Banking,Delivered,43.0
ORD_000177,USR_0008,RES_039,2025-09-19,592.03,Debit Card,Cancelled,
ORD_000178,USR_0091,RES_045,2025-09-19,1474.67,COD,Delivered,34.0
ORD_000179,USR_0065,RES_027,2025-09-21,1460.81,Debit Card,Cancelled,
ORD_000180,USR_0054,RES_020,2025-09-21,1414.22,Net Banking,Delivered,30.0
ORD_000181,USR_0099,RES_024,2025-09-21,1049.1,Net Banking,Delivered,39.0
ORD_000182,USR_0109,RES_027,2025-09-22,971.42,COD,Delivered,23.0
ORD_000183,USR_0094,RES_044,2025-09-22,1785.34,COD,Delivered,61.0
ORD_000184,USR_0108,RES_019,2025-09-23,1499.31,Credit Card,Delivered,47.0
ORD_000185,USR_0067,RES_049,2025-09-23,293.21,Debit Card,Delivered,64.0
ORD_000186,USR_0035,RES_043,2025-09-23,497.19,UPI,Delivered,65.0
ORD_000187,USR_0101,RES_003,2025-09-24,514.57,Debit Card,Delivered,30.0
ORD_000188,USR_0047,RES_042,2025-09-24,1711.66,COD,Delivered,61.0
ORD_000189,USR_0100,RES_043,2025-09-24,1723.11,UPI,Cancelled,
ORD_000190,USR_0105,RES_022,2025-09-25,530.85,Debit Card,Delivered,45.0
ORD_000191,USR_0056,RES_035,2025-09-26,490.94,Net Banking,Delivered,18.0
ORD_000192,USR_0014,RES_031,2025-09-26,1042.93,Credit Card,Delivered,32.0
ORD_000193,USR_0105,RES_026,2025-09-26,1521.89,Credit Card,Delivered,19.0
ORD_000194,USR_0041,RES_050,2025-09-27,1241.09,COD,Delivered,44.0
ORD_000195,USR_0023,RES_011,2025-09-27,352.51,Debit Card,Cancelled,
ORD_000196,USR_0090,RES_030,2025-09-28,1259.37,COD,Delivered,50.0
ORD_000197,USR_0033,RES_049,2025-09-29,1363.29,COD,Delivered,23.0
ORD_000198,USR_0097,RES_026,2025-09-29,1316.7,UPI,Delivered,51.0
ORD_000199,USR_0109,RES_038,2025-09-30,802.57,Debit Card,Delivered,17.0
ORD_000200,USR_0052,RES_035,2025-10-01,1229.08,Credit Card,Delivered,20.0
ORD_000201,USR_0065,RES_029,2025-10-01,724.66,UPI,Delivered,32.0
ORD_000202,USR_0062,RES_048,2025-10-02,1455.56,Credit Card,Delivered,25.0
ORD_000203,USR_0045,RES_006,2025-10-02,293.38,Debit Card,Delivered,38.0
ORD_000204,USR_0115,RES_027,2025-10-03,1035.8,Credit Card,Delivered,57.0
ORD_000205,USR_0094,RES_032,2025-10-03,637.58,COD,Delivered,43.0
ORD_000206,USR_0089,RES_016,2025-10-03,167.0,Credit Card,Delivered,24.0
ORD_000207,USR_0115,RES_041,2025-10-03,496.73,Credit Card,Cancelled,
ORD_000208,USR_0058,RES_049,2025-10-03,1135.21,UPI,Cancelled,
ORD_000209,USR_0056,RES_019,2025-10-03,697.2,Net Banking,Delivered,22.0
ORD_000210,USR_0093,RES_049,2025-10-03,858.76,Credit Card,Delivered,31.0
ORD_000211,USR_0006,RES_018,2025-10-05,614.22,UPI,Delivered,26.0
ORD_000212,USR_0067,RES_021,2025-10-05,734.51,Debit Card,Delivered,40.0
ORD_000213,USR_0099,RES_024,2025-10-06,164.12,COD,Delivered,37.0
ORD_000214,USR_0087,RES_050,2025-10-06,143.17,UPI,Delivered,28.0
ORD_000215,USR_0009,RES_031,2025-10-07,678.12,Net Banking,Delivered,54.0
ORD_000216,USR_0009,RES_017,2025-10-07,472.27,UPI,Delivered,59.0
ORD_000217,USR_0105,RES_031,2025-10-07,756.18,UPI,Delivered,39.0
ORD_000218,USR_0111,RES_038,2025-10-07,1346.67,Debit Card,Delivered,43.0
ORD_000219,USR_0053,RES_038,2025-10-09,541.17,Net Banking,Delivered,17.0
ORD_000220,USR_0095,RES_049,2025-10-10,308.55,UPI,Delivered,65.0
ORD_000221,USR_0027,RES_042,2025-10-10,1393.06,Credit Card,Delivered,19.0
ORD_000222,USR_0021,RES_037,2025-10-11,1066.21,Net Banking,Delivered,56.0
ORD_000223,USR_0099,RES_050,2025-10-11,255.17,Debit Card,Delivered,44.0
ORD_000224,USR_0102,RES_033,2025-10-12,165.22,Net Banking,Cancelled,
ORD_000225,USR_0090,RES_034,2025-10-15,733.7,UPI,Delivered,56.0
ORD_000226,USR_0068,RES_046,2025-10-15,519.05,COD,Delivered,43.0
ORD_000227,USR_0106,RES_049,2025-10-15,234.81,COD,Cancelled,
ORD_000228,USR_0024,RES_047,2025-10-16,309.3,Net Banking,Delivered,24.0
ORD_000229,USR_0007,RES_042,2025-10-17,1762.59,COD,Delivered,60.0
ORD_000230,USR_0043,RES_015,2025-10-17,1338.99,Debit Card,Delivered,46.0
ORD_000231,USR_0052,RES_019,2025-10-17,481.44,UPI,Delivered,37.0
ORD_000232,USR_0101,RES_042,2025-10-17,1627.44,Net Banking,Delivered,48.0
ORD_000233,USR_0017,RES_045,2025-10-18,822.75,Debit Card,Delivered,17.0
ORD_000234,USR_0089,RES_041,2025-10-18,1151.7,Net Banking,Delivered,27.0
ORD_000235,USR_0034,RES_050,2025-10-18,1415.57,Credit Card,Delivered,60.0
ORD_000236,USR_0034,RES_001,2025-10-18,615.12,Net Banking,Cancelled,
ORD_000237,USR_0080,RES_040,2025-10-18,1589.7,COD,Delivered,59.0
ORD_000238,USR_0006,RES_007,2025-10-19,958.83,Debit Card,Delivered,56.0
ORD_000239,USR_0083,RES_008,2025-10-19,324.94,COD,Delivered,38.0
ORD_000240,USR_0096,RES_023,2025-10-21,1000.01,COD,Delivered,39.0
ORD_000241,USR_0058,RES_050,2025-10-23,828.99,Credit Card,Delivered,17.0
ORD_000242,USR_0113,RES_041,2025-10-23,756.79,Credit Card,Cancelled,
ORD_000243,USR_0064,RES_044,2025-10-24,1523.99,Net Banking,Delivered,59.0
ORD_000244,USR_0065,RES_015,2025-10-24,1004.0,COD,Delivered,30.0
ORD_000245,USR_0073,RES_042,2025-10-25,945.97,Net Banking,Delivered,21.0
ORD_000246,USR_0014,RES_031,2025-10-26,404.73,UPI,Cancelled,
ORD_000247,USR_0012,RES_050,2025-10-26,1686.17,Debit Card,Delivered,47.0
ORD_000248,USR_0078,RES_011,2025-10-27,1504.99,Debit Card,Delivered,59.0
ORD_000249,USR_0002,RES_009,2025-10-28,1238.09,Net Banking,Delivered,26.0
ORD_000250,USR_0030,RES_003,2025-10-28,189.13,COD,Delivered,35.0
ORD_000251,USR_0035,RES_024,2025-10-28,378.96,Net Banking,Delivered,42.0
ORD_000252,USR_0033,RES_003,2025-10-29,1302.21,Credit Card,Delivered,15.0
ORD_000253,USR_0097,RES_031,2025-10-29,1614.74,COD,Delivered,53.0
ORD_000254,USR_0011,RES_006,2025-10-30,415.85,Debit Card,Delivered,52.0
ORD_000255,USR_0121,RES_031,2025-10-30,1598.32,Credit Card,Delivered,61.0
ORD_000256,USR_0017,RES_028,2025-10-31,781.76,Debit Card,Delivered,65.0
ORD_000257,USR_0108,RES_041,2025-10-31,1591.39,COD,Delivered,28.0
ORD_000258,USR_0059,RES_020,2025-11-01,186.78,Debit Card,Delivered,48.0
ORD_000259,USR_0090,RES_033,2025-11-01,588.2,UPI,Delivered,22.0
ORD_000260,USR_0054,RES_004,2025-11-02,606.39,UPI,Delivered,40.0
ORD_000261,USR_0092,RES_038,2025-11-03,645.35,UPI,Delivered,62.0
ORD_000262,USR_0027,RES_044,2025-11-03,1331.85,Net Banking,Delivered,46.0
ORD_000263,USR_0016,RES_005,2025-11-04,1445.76,UPI,Delivered,15.0
ORD_000264,USR_0012,RES_026,2025-11-04,667.9,Credit Card,Delivered,21.0
ORD_000265,USR_0035,RES_013,2025-11-04,963.06,Net Banking,Delivered,54.0
ORD_000266,USR_0120,RES_049,2025-11-04,799.73,UPI,Delivered,62.0
ORD_000267,USR_0117,RES_042,2025-11-05,1306.02,UPI,Delivered,42.0
ORD_000268,USR_0067,RES_043,2025-11-07,350.99,Credit Card,Delivered,55.0
ORD_000269,USR_0119,RES_050,2025-11-08,777.89,COD,Cancelled,
ORD_000270,USR_0046,RES_027,2025-11-08,1202.41,Net Banking,Delivered,17.0
ORD_000271,USR_0044,RES_032,2025-11-08,1621.9,COD,Cancelled,
ORD_000272,USR_0116,RES_022,2025-11-09,536.21,Net Banking,Delivered,43.0
ORD_000273,USR_0086,RES_042,2025-11-09,1403.9,Credit Card,Delivered,52.0
ORD_000274,USR_0119,RES_030,2025-11-10,143.71,Net Banking,Delivered,48.0
ORD_000275,USR_0079,RES_032,2025-11-11,140.51,Net Banking,Delivered,46.0
ORD_000276,USR_0102,RES_009,2025-11-11,1049.72,Credit Card,Delivered,43.0
ORD_000277,USR_0032,RES_043,2025-11-11,341.68,Debit Card,Cancelled,
ORD_000278,USR_0110,RES_035,2025-11-11,1077.72,Debit Card,Delivered,49.0
ORD_000279,USR_0083,RES_036,2025-11-12,628.74,COD,Delivered,32.0
ORD_000280,USR_0025,RES_039,2025-11-13,429.08,Net Banking,Delivered,39.0
ORD_000281,USR_0131,RES_050,2025-11-14,341.0,COD,Delivered,16.0
ORD_000282,USR_0073,RES_042,2025-11-14,605.24,Debit Card,Delivered,26.0
ORD_000283,USR_0124,RES_048,2025-11-14,1228.03,Debit Card,Delivered,44.0
ORD_000284,USR_0129,RES_013,2025-11-16,1574.34,Net Banking,Delivered,30.0
ORD_000285,USR_0040,RES_026,2025-11-16,652.47,Credit Card,Delivered,37.0
ORD_000286,USR_0121,RES_031,2025-11-16,1269.92,Net Banking,Delivered,60.0
ORD_000287,USR_0022,RES_008,2025-11-17,1695.58,COD,Cancelled,
ORD_000288,USR_0062,RES_038,2025-11-19,598.67,UPI,Cancelled,
ORD_000289,USR_0127,RES_008,2025-11-19,998.65,Debit Card,Delivered,65.0
ORD_000290,USR_0128,RES_012,2025-11-19,710.74,Credit Card,Cancelled,
ORD_000291,USR_0047,RES_039,2025-11-21,168.0,Debit Card,Delivered,57.0
ORD_000292,USR_0128,RES_013,2025-11-22,1114.83,Debit Card,Delivered,44.0
ORD_000293,USR_0058,RES_050,2025-11-23,1088.27,UPI,Cancelled,
ORD_000294,USR_0125,RES_017,2025-11-24,623.56,Debit Card,Delivered,65.0
ORD_000295,USR_0090,RES_009,2025-11-24,730.4,Credit Card,Delivered,42.0
ORD_000296,USR_0033,RES_012,2025-11-25,776.87,Debit Card,Delivered,49.0
ORD_000297,USR_0126,RES_037,2025-11-25,1338.34,COD,Delivered,32.0
ORD_000298,USR_0060,RES_032,2025-11-26,1101.06,Debit Card,Delivered,63.0
ORD_000299,USR_0038,RES_024,2025-11-26,1476.73,Debit Card,Cancelled,
ORD_000300,USR_0125,RES_005,2025-11-26,693.42,Credit Card,Delivered,47.0
ORD_000301,USR_0017,RES_006,2025-11-28,211.29,Credit Card,Delivered,42.0
ORD_000302,USR_0051,RES_025,2025-11-28,209.97,Credit Card,Delivered,36.0
ORD_000303,USR_0120,RES_034,2025-11-29,686.84,Credit Card,Cancelled,
ORD_000304,USR_0028,RES_002,2025-11-29,606.65,Debit Card,Cancelled,
ORD_000305,USR_0006,RES_022,2025-11-30,370.68,Debit Card,Delivered,49.0
ORD_000306,USR_0121,RES_022,2025-11-30,136.25,Credit Card,Delivered,23.0
ORD_000307,USR_0093,RES_044,2025-12-01,1273.43,Credit Card,Cancelled,
ORD_000308,USR_0137,RES_017,2025-12-01,1315.84,Credit Card,Delivered,59.0
ORD_000309,USR_0011,RES_016,2025-12-02,362.24,Net Banking,Cancelled,
ORD_000310,USR_0128,RES_030,2025-12-02,223.55,UPI,Cancelled,
ORD_000311,USR_0049,RES_017,2025-12-03,1441.1,Credit Card,Delivered,24.0
ORD_000312,USR_0108,RES_032,2025-12-03,553.84,Credit Card,Delivered,31.0
ORD_000313,USR_0076,RES_043,2025-12-04,1768.59,Credit Card,Delivered,42.0
ORD_000314,USR_0044,RES_038,2025-12-05,859.57,COD,Delivered,42.0
ORD_000315,USR_0138,RES_025,2025-12-07,1353.57,Debit Card,Delivered,61.0
ORD_000316,USR_0118,RES_001,2025-12-07,1342.04,Credit Card,Delivered,60.0
ORD_000317,USR_0069,RES_041,2025-12-07,1646.19,Net Banking,Delivered,38.0
ORD_000318,USR_0121,RES_026,2025-12-07,1451.8,Debit Card,Delivered,56.0
ORD_000319,USR_0095,RES_026,2025-12-07,1522.5,UPI,Delivered,63.0
ORD_000320,USR_0022,RES_041,2025-12-08,472.11,Debit Card,Delivered,31.0
ORD_000321,USR_0007,RES_010,2025-12-09,1272.5,UPI,Cancelled,
ORD_000322,USR_0129,RES_024,2025-12-09,859.03,UPI,Delivered,29.0
